Flow Control Trainer (UT35A) -24-Mar-2025 15:45:47, , , , , , ,
Time,Time s,SP %,PV %,OP %,PB %,IT s,DT s
15:30:01,278,50,61.2,41.1,100,20,0
15:30:02,279,50,61.3,41.8,100,20,0
15:30:03,280,50,61.3,42.4,100,20,0
15:30:04,281,50,61.3,42.9,100,20,0
15:30:05,282,50,61.2,43.4,100,20,0
15:30:06,283,50,61.4,44.2,100,20,0
15:30:07,284,50,61.3,44.6,100,20,0
15:30:08,285,50,61.3,45.2,100,20,0
15:30:09,286,50,61.1,45.6,100,20,0
15:30:10,287,50,60.7,45.7,100,20,0
15:30:11,288,50,60.2,45.7,100,20,0
15:30:12,289,50,59.8,45.8,100,20,0
15:30:13,290,50,59.5,45.9,100,20,0
15:30:14,291,50,59,46,100,20,0
15:30:15,292,50,58.8,46.2,100,20,0
15:30:16,293,50,58.7,46.6,100,20,0
15:30:17,294,50,58.4,46.6,100,20,0
15:30:18,295,50,57.9,46.6,100,20,0
15:30:19,296,50,57.5,46.6,100,20,0
15:30:20,297,50,57,46.5,100,20,0
15:30:21,298,50,56.7,46.5,100,20,0
15:30:22,299,50,56.6,46.7,100,20,0
15:30:23,300,50,56.7,47.1,100,20,0
15:30:24,301,50,56.5,47.3,100,20,0
15:30:25,302,50,56.5,47.6,100,20,0
15:30:26,303,50,56.4,47.8,100,20,0
15:30:27,304,50,56.2,47.9,100,20,0
15:30:28,305,50,55.6,47.6,100,20,0
15:30:29,306,50,55.2,47.4,100,20,0
15:30:30,307,50,54.8,47.3,100,20,0
15:30:31,308,50,54.5,47.3,100,20,0
15:30:32,309,50,54.6,47.6,100,20,0
15:30:33,310,50,54.5,47.7,100,20,0
15:30:34,311,50,54.3,47.7,100,20,0
15:30:35,312,50,54.2,47.8,100,20,0
15:30:36,313,50,54.2,48.1,100,20,0
15:30:37,314,50,54.3,48.4,100,20,0
15:30:38,315,50,54.3,48.6,100,20,0
15:30:39,316,50,54.5,48.9,100,20,0
15:30:40,317,50,54.1,48.8,100,20,0
15:30:41,318,50,53.6,48.5,100,20,0
15:30:42,319,50,52.9,48,100,20,0
15:30:43,320,50,52.5,47.7,100,20,0
15:30:44,321,50,52.4,47.7,100,20,0
15:30:45,322,50,52.3,47.7,100,20,0
15:30:46,323,50,52.1,47.7,100,20,0
15:30:47,324,50,51.9,47.5,100,20,0
15:30:48,325,50,51.8,47.6,100,20,0
15:30:49,326,50,51.9,47.7,100,20,0
15:30:50,327,50,51.8,47.8,100,20,0
15:30:51,328,50,51.8,47.9,100,20,0
15:30:52,329,50,51.9,48,100,20,0
15:30:53,330,50,52.2,48.4,100,20,0
15:30:54,331,50,52,48.4,100,20,0
15:30:55,332,50,52.2,48.6,100,20,0
15:30:56,333,50,52.2,48.8,100,20,0
15:30:57,334,50,52.2,48.9,100,20,0
15:30:58,335,50,52.2,49,100,20,0
15:30:59,336,50,52.3,49.1,100,20,0
15:31:00,337,50,52.2,49.2,100,20,0
15:31:01,338,50,51.9,49,100,20,0
15:31:02,339,50,51.8,49,100,20,0
15:31:03,340,50,51.9,49.2,100,20,0
15:31:04,341,50,51.8,49.2,100,20,0
15:31:05,342,50,51.8,49.3,100,20,0
15:31:06,343,50,51.9,49.4,100,20,0
15:31:07,344,50,51.8,49.5,100,20,0
15:31:08,345,50,51.6,49.4,100,20,0
15:31:09,346,50,51.2,49,100,20,0
15:31:10,347,50,50.7,48.5,100,20,0
15:31:11,348,50,50.5,48.4,100,20,0
15:31:12,349,50,50.5,48.4,100,20,0
15:31:13,350,50,50.5,48.4,100,20,0
15:31:14,351,50,50.4,48.3,100,20,0
15:31:15,352,50,50.3,48.3,100,20,0
15:31:16,353,50,50.4,48.4,100,20,0
15:31:17,354,50,50.6,48.6,100,20,0
15:31:18,355,50,50.8,48.9,100,20,0
15:31:19,356,50,50.8,48.9,100,20,0
15:31:20,357,50,50.8,48.9,100,20,0
15:31:21,358,50,50.5,48.7,100,20,0
15:31:22,359,50,50.6,48.8,100,20,0
15:31:23,360,50,50.7,48.9,100,25,0
15:31:24,361,50,50.8,49,100,25,0
15:31:25,362,50,50.9,49.2,100,25,0
15:31:26,363,50,50.8,49.1,100,25,0
15:31:27,364,80,50.6,48.9,100,25,0
15:31:28,365,80,51.2,18.6,100,25,0
15:31:29,366,80,58.8,25.2,100,25,0
15:31:30,367,80,66.4,32.1,100,25,0
15:31:31,368,80,71.4,36.7,100,25,0
15:31:32,369,80,72.6,37.6,100,25,0
15:31:33,370,80,72.3,37,100,25,0
15:31:34,371,80,71.9,36.3,100,25,0
15:31:35,372,80,71.7,35.8,100,25,0
15:31:36,373,80,71.4,35.2,100,25,0
15:31:37,374,80,71.4,34.8,100,25,0
15:31:38,375,80,71.2,34.2,100,25,0
15:31:39,376,80,71.1,33.8,100,25,0
15:31:40,377,80,71.3,33.6,100,25,0
15:31:41,378,80,71.2,33.2,100,25,0
15:31:42,379,80,71.2,32.9,100,25,0
15:31:43,380,80,71.4,32.7,100,25,0
15:31:44,381,80,71.3,32.3,100,25,0
15:31:45,382,80,71.5,32.1,100,25,0
15:31:46,383,80,71.5,31.8,100,25,0
15:31:47,384,80,71.7,31.6,100,25,0
15:31:48,385,80,71.3,30.8,100,25,0
15:31:49,386,80,71.5,30.8,100,25,0
15:31:50,387,80,71.4,30.2,100,25,0
15:31:51,388,80,71.5,30,100,25,0
15:31:52,389,80,71.2,29.4,100,25,0
15:31:53,390,80,70.7,28.5,100,25,0
15:31:54,391,80,71.2,28.7,100,25,0
15:31:55,392,80,71.3,28.4,100,25,0
15:31:56,393,80,71.3,28.1,100,25,0
15:31:57,394,80,71.4,27.8,100,25,0
15:31:58,395,80,70.9,26.9,100,25,0
15:31:59,396,80,70.7,26.5,100,25,0
15:32:00,397,80,71,26.3,100,25,0
15:32:01,398,80,71.2,26.2,100,25,0
15:32:02,399,80,71.7,26.3,100,25,0
15:32:03,400,80,72.1,26.4,100,25,0
15:32:04,401,80,72.5,26.6,100,25,0
15:32:05,402,80,73.1,26.8,100,25,0
15:32:06,403,80,72.9,26.4,100,25,0
15:32:07,404,80,73.1,26.3,100,25,0
15:32:08,405,80,73,25.9,100,25,0
15:32:09,406,80,73.2,25.9,100,25,0
15:32:10,407,80,73.3,25.7,100,25,0
15:32:11,408,80,73,25.1,100,25,0
15:32:12,409,80,73.6,25.4,100,25,0
15:32:13,410,80,74,25.6,100,25,0
15:32:14,411,80,74.1,25.4,100,25,0
15:32:15,412,80,74.4,25.5,100,25,0
15:32:16,413,80,74.8,25.7,100,25,0
15:32:17,414,80,75.1,25.8,100,25,0
15:32:18,415,80,75,25.5,100,25,0
15:32:19,416,80,74.8,25.1,100,25,0
15:32:20,417,80,74.9,25,100,25,0
15:32:21,418,80,74.8,24.7,100,25,0
15:32:22,419,80,74.7,24.3,100,25,0
